appid,publisher_id
16866,30738
16866,36814
16867,28257
16867,30738
16867,36814
16868,28257
16868,30738
16868,36814
16870,28257
16870,30738
16870,36814
16900,66621
17020,51452
17080,51452
17140,58774
17330,7126
17390,7126
17410,7126
17420,7126
17440,7126
17460,7126
17470,7126
17480,7126
17500,78845
17530,54688
17570,85317
17700,44711
17710,72123
17730,13602
17740,23784
17750,3771
18000,67759
18020,67759
18040,7126
18050,7126
18070,67759
18080,67759
18110,66094
18120,66094
18300,5886
18400,68775
18407,68775
18408,68775
18420,68775
18430,68775
18440,68775
18470,80967
18480,68775
18500,15108
18522,15108
18523,12476
18600,83390
18700,77607
18710,77607
18820,5684
19000,55328
19020,55328
19030,55328
19060,7583
19080,55328
19320,29183
19500,53905
19680,7126
19800,79211
19810,79211
19830,79211
19900,79211
19980,79211
20200,75530
20500,14189
20510,37817
20530,14189
20540,12848
20550,14189
20560,29463
20570,12848
20570,13683
20700,54755
20710,54755
20820,16670
20828,16670
20900,41511
20900,44052
20902,68310
20920,41511
20920,44052
21000,43135
21010,78167
21030,78167
21070,43135
21080,43135
21090,43135
21090,78167
21100,43135
21130,43135
21660,75649
21670,75649
21680,75649
21690,75649
21730,79211
21760,79211
21800,79211
21900,79211
21980,32486
21990,79211
22000,66604
22010,66604
22100,19107
22110,2950
22120,74276
22130,2950
22140,74276
22180,74276
22200,65297
22220,65297
22230,12848
22300,43964
22310,43964
22320,43964
22330,43964
22340,43964
22350,43964
22361,43964
22363,43964
22364,43964
22370,43964
22380,43964
22400,43964
22410,43964
22420,43964
22430,43964
22440,43964
22450,43964
22470,43964
22500,4804
22510,4804
22520,4804
22521,4804
22600,36106
22610,36106
22630,36106
22631,36106
22632,36106
22633,36106
22634,36106
22650,36106
22660,36106
22670,36106
22680,36106
22690,36106
23150,73460
23300,64578
23310,64578
23380,64578
23400,25428
23420,2950
23450,25428
23455,25428
23460,19013
23470,25428
23490,25428
23500,33339
23510,33339
23530,33339
23550,33339
23551,33339
23553,33339
23600,5740
23610,5740
23700,9088
24010,22943
24010,75731
24012,22943
24021,22943
24028,22943
24029,22943
24055,22943
24065,22943
24070,22943
24075,22943
24082,22943
24083,22943
24095,22943
24096,22943
24200,57787
24240,55435
24400,2950
24410,2950
24420,44034
24440,2950
24441,2950
24447,2950
24449,2950
24460,2950
24480,2950
24488,2950
24634,42203
24635,42203
24650,42203
24660,42203
24670,42203
24673,42203
24676,42203
24677,42203
24678,42203
24679,42203
24720,7126
24760,7126
24780,7126
24780,36814
24790,7126
24800,7126
24810,7126
24870,7126
24880,7126
25000,54176
25010,54176
25600,12542
25620,12542
25700,4991
25710,4991
25800,2950
25806,2950
25808,2950
25809,2950
25810,2950
25811,2950
25812,2950
25813,2950
25814,2950
25815,2950
25816,2950
25817,2950
25830,2950
25850,69179
25890,2950
25892,2950
25893,2950
25896,2950
25897,2950
25898,2950
25899,2950
25900,69179
25910,65708
25930,76853
25940,76853
25960,2950
25962,2950
25980,2950
25990,2950
26000,72712
26005,72712
26300,70711
26800,33375
26900,36443
27000,47106
27020,47106
27030,47106
27050,47106
27800,51707
27810,51707
27900,13481
27920,13481
27940,13481
28000,64578
28010,82752
28011,82752
28012,82752
28020,82752
29120,34120
29130,34120
29160,37871
29180,6300
29540,13034
29560,13034
29570,13034
29580,13034
29640,66123
29700,13034
29800,70170
29900,44989
31100,80430
31110,17484
31120,17484
31130,17484
31170,80430
31180,80430
31190,80430
31200,80430
31210,80430
31220,58348
31230,58348
31240,58348
31250,58348
31260,58348
31270,80430
31290,17484
31700,41149
31800,20641
31810,20641
31820,20641
31830,20641
31840,20641
31850,20641
31860,20641
31870,20641
31880,20641
31890,20641
31900,20641
31910,20641
31920,20641
31930,20641
32000,76714
32110,68835
32120,68835
32140,68835
32150,19218
32160,68835
32200,54859
32310,13670
32310,47421
32310,57180
32330,13670
32330,47421
32330,57180
32340,13670
32340,47421
32340,57180
32350,13670
32350,47421
32350,57180
32360,13670
32360,47421
32360,57180
32370,13670
32370,36814
32370,47421
32370,57180
32380,13670
32380,47421
32380,57180
32390,13670
32390,47421
32390,57180
32400,13670
32400,47421
32400,57180
32410,13670
32410,47421
32410,57180
32430,13670
32430,47421
32430,57180
32440,13670
32440,47421
32440,57180
32450,13670
32450,47421
32450,57180
32460,13670
32460,47421
32460,57180
32470,13670
32470,47421
32470,57180
32500,13670
32500,47421
32500,57180
32510,13670
32510,47421
32510,57180
32610,54366
32620,54366
32630,54366
32640,54366
32650,54366
32660,54366
32680,54366
32710,54366
32710,80967
32720,54366
32720,80967
32730,54366
32730,80967
32740,54366
32740,80967
32750,54366
32750,80967
32760,54366
32760,80967
32770,54366
32770,80967
32900,76079
33100,74878
33110,74878
33120,74878
33130,74878
33180,74878
33220,79211
33230,79211
33280,79211
33320,79211
33390,79211
33460,79211
33520,25428
33550,25428
33570,25428
33580,19013
33600,30149
33610,30149
33620,25428
33650,75866
33660,25428
33670,25428
33680,74481
33700,80751
33710,80751
33720,80751
33730,80751
33750,80751
33760,80751
33770,17043
33780,17043
33790,77579
33900,53107
33910,53107
33930,53107
33934,53107
33950,53107
33980,53107
33990,53107
34010,12848
34030,12848
34030,45305
34174,12848
34174,45305
34178,12848
34178,45305
34179,12848
34179,45305
34190,12848
34200,12848
34220,12848
34330,12848
34330,45305
34330,65298
34342,12848
34342,45305
34342,65298
34343,12848
34343,45305
34343,65298
34345,12848
34345,45305
34345,65298
34346,73872
34348,12848
34348,45305
34348,65298
34400,69179
34410,69179
34420,69179
34500,8021
34600,64578
34630,77743
34640,20495
34800,26890
34810,33873
34820,33873
34830,33873
34841,33873
34842,33873
34870,33873
34880,33873
34900,9088
34920,9088
35000,64578
35070,64578
35080,64578
35083,64578
35089,64578
35090,64578
35091,64578
35101,64578
35102,64578
35130,46554
35135,46554
35136,46554
35137,46554
35138,46554
35140,75017
35150,46554
35300,68646
35310,68646
35320,68646
35417,24342
35419,24342
35425,24342
35429,24342
35450,24342
35460,24342
35480,24342
35500,40484
35510,40484
35600,47317
35600,84891
35700,72513
35720,72513
35800,63079
36000,43719
36900,84174
36910,84174
36920,84174
36930,84174
37000,33171
37200,21349
37210,21349
37220,21349
37400,18830
37600,12892
37960,78150
38000,78150
38070,78150
38080,78150
38090,78150
38100,78150
38110,78150
38120,78150
38130,78150
38140,78150
38150,78150
38160,78150
38170,78150
38180,78150
38185,12848
38185,45305
38190,78150
38230,82272
38240,41423
38400,43964
38410,43964
38420,43964
38430,72865
38440,72865
38480,72865
38490,72865
38530,39410
38600,21779
38700,23529
38720,23529
38740,23529
38920,45154
38921,45154
38922,45154
38923,45154
38924,45154
39000,41968
39100,25915
39110,64578
39120,5481
39140,64578
39150,64578
39160,64578
39190,64578
39200,64578
39210,64578
39270,64578
39500,80967
39510,80967
39520,80967
39530,13806
39540,80967
39550,80967
39560,13806
39590,29463
39630,80967
39640,80967
39650,80967
39660,80967
39670,80967
39680,80967
39690,80967
39800,63924
40000,65328
40100,64578
40135,64578
40300,80967
40320,80967
40330,36702
40340,36702
40350,36702
40380,14189
40390,80967
40391,80967
40392,80967
40393,80967
40400,85185
40403,85185
40406,85185
40407,85185
40408,85185
40420,85185
40500,12884
40700,23447
40703,23447
40710,23447
40720,23447
40930,28257
40940,28257
40950,25535
40960,25535
40970,25535
40980,25535
40990,28257
41000,76901
41014,76901
41019,76901
41046,76901
41050,76901
41060,76901
41070,76901
41074,76901
41100,34120
41210,78806
41300,23818
41400,84694
41500,70875
41510,82169
41600,72865
41700,4911
41730,80967
41740,29463
41740,31307
41740,33171
41740,68775
41800,57687
41816,57687
41817,57687
41900,22354
42120,39024
42140,39024
42147,39024
42170,39024
42180,39024
42200,20641
42210,20641
42220,20641
42230,20641
42500,28582
42640,28941
42660,28941
42670,28941
42680,28941
42695,28941
42696,28941
42697,28941
42698,28941
42698,36814
42700,28941
42716,28941
42718,28941
42719,28941
42722,28941
42730,28941
42800,76853
42810,2950
42820,76853
42850,2950
42881,2950
42890,2950
42900,2950
42902,2950
42903,2950
42904,2950
42905,2950
42910,2950
42918,2950
42930,69179
42940,69179
42950,69179
42960,2950
42964,2950
42965,2950
42966,2950
42968,2950
42980,2950
42990,2950
43000,64578
43005,64578
43006,64578
43011,64578
43013,64578
43014,64578
43100,62920
43190,40347
43500,25428
43600,20641
44000,68175
44100,20061
44340,43389
44350,43389
44600,56097
44620,56097
44650,56097
44660,56097
44670,56097
44680,37768
44680,56097
44690,56097
45100,27464
45200,9200
45200,81582
45300,66923
45302,33383
45310,33383
45400,65890
45410,65890
45420,65890
45450,65890
45460,65890
45720,75649
45740,75649
45750,75649
45760,75649
45770,75649
45773,75649
45774,75649
45775,75649
45776,75649
45790,75649
45791,75649
45792,75649
45793,75649
45794,75649
45795,75649
45796,75649
45797,75649
45798,75649
46000,65619
46200,69179
46250,69179
46260,69179
46270,69179
46280,69179
46290,69179
46340,69179
46342,69179
46350,69179
46360,69179
46362,69179
46370,69179
46380,69179
46400,147
46440,45234
46450,82713
46460,54055
46480,85520
46490,85520
46500,85520
46510,85520
46520,76853
46540,82775
46550,85520
46560,85520
46570,82713
46740,9088
46750,72123
46770,56265
46790,72123
46840,9088
47000,3829
47110,78150
47120,78150
47130,78150
47400,25535
47410,25535
47700,7126
47780,7126
47790,7126
47810,7126
47880,7126
47890,7126
47893,7126
47894,7126
47898,7126
47899,7126
47920,7126
47930,7126
47931,7126
47932,7126
48000,73280
48010,73280
48110,79211
48150,79211
48160,79211
48190,79211
48220,79211
48240,79211
48280,79211
48700,19107
48705,19107
48710,46430
48720,19107
48800,2950
48804,2950
48805,2950
48806,2950
48900,66203
48950,42337
49300,76853
49310,76853
49311,68096
49320,76853
49337,2950
49480,69879
49497,69879
49520,28257
49520,30738
49520,36814
49540,12848
49600,275
49604,275
49700,38927
49800,59320
49810,59320
49900,44031
50110,28257
50120,50578
50130,28257
50310,26403
50510,6341
50513,31928
50620,80967
50650,29463
50920,58543
50930,58543
50940,58543
50960,58543
50970,58543
50980,58543
50990,58543
51000,58543
51010,58543
51060,58543
55000,26219
55020,26219
55040,26219
55100,14189
55110,18614
55115,14189
55140,80967
55150,68364
55203,3586
55204,3586
55205,3586
55230,14189
55340,12848
55341,12848
55343,12848
55344,12848
55345,12848
55347,12848
55348,12848
55370,3672
55380,14189
55381,14189
55382,14189
55385,14189
55386,14189
55387,14189
55388,14189
55389,14189
55390,14189
55391,14189
55392,14189
55393,14189
55394,14189
55395,14189
55396,14189
55397,14189
55398,14189
55399,14189
55400,14189
55410,3672
55470,12848
55471,12848
55472,12848
55473,12848
55475,12848
55476,12848
56400,12848
56400,13683
56431,12848
56431,73772
56432,12848
56432,73772
56433,12848
56433,13683
56434,12848
56434,13683
56435,12848
56435,13683
56436,12848
56436,13683
56438,12848
56438,13683
56480,12848
56480,13683
56481,12848
56481,13683
56482,12848
56482,13683
56483,12848
56483,13683
56484,12848
56484,13683
56485,12848
56485,13683
56487,12848
56487,13683
56488,12848
56488,13683
56489,12848
56489,13683
56493,12848
56493,13683
56536,12848
56536,13683
56538,12848
56538,13683
57000,44973
57200,12631
57300,74276
57400,43135
57600,25428
57620,25428
57650,25428
57655,25428
57656,25428
57680,25428
57690,25428
57695,25428
57696,25428
57697,25428
57700,25428
57730,25428
57740,80967
57800,11937
57900,28257
57923,28257
57925,28257
58200,35763
58230,35763
58240,35763
58520,40957
58550,41511
58560,41052
58570,41052
58580,41052
58610,5679
58643,5679
58645,5679
58646,5679
58648,5679
60340,68835
60350,68835
60600,69140
60700,4482
60800,67518
60810,67518
61010,71918
61100,15254
61230,7583
61310,23206
61500,2950
61510,2950
61520,2950
61600,69211
61730,35857
62100,55229
63000,22863
63003,22863
63004,84124
63110,68775
63200,71511
63380,72295
63398,72295
63399,72295
63500,68310
63610,9148
63620,9148
63630,9148
63640,9148
63650,9148
63660,9148
63700,71940
63710,459
63710,71940
63800,29127
63802,29127
63803,29127
63900,69179
63910,69179
63940,69179
63942,69179
63950,69179
63960,69179
64000,69179
64005,69179
64013,69179
64014,69179
64016,69179
64017,69179
65070,74469
65080,64554
65200,52968
65216,22943
65217,22943
65218,22943
65224,22943
65228,22943
65229,22943
65231,22943
65232,22943
65233,22943
65239,22943
65242,22943
65243,22943
65244,22943
65246,22943
65247,22943
65249,22943
65250,22943
65252,22943
65253,22943
65254,22943
65255,22943
65256,22943
65258,22943
65259,22943
65270,21514
65302,83674
65400,63397
65500,80967
65520,80967
65530,80967
65540,80967
65560,13806
65600,80967
65610,80967
65700,53107
65720,53107
65730,53107
65733,53107
65734,53107
65735,53107
65740,53107
65760,53107
65780,53107
65790,53107
65800,10962
65900,28257
65920,28257
65930,28257
65980,28257
65980,30738
65980,36814
66000,28257
66001,28257
66002,28257
67000,33888
67350,50578
67370,28257
70000,63284
70100,69782
70110,69782
70120,69782
70130,69782
70140,69782
70300,23915
70400,45925
70420,45925
70500,1282
70600,36106
70615,36106
70616,36106
70617,36106
70620,36106
70640,36106
70650,36106
70660,36106
70900,19832
71000,51972
71250,12848
71340,12848
71420,12848
72000,49344
72400,73068
72730,43964
72740,43964
72750,43964
72760,43964
72840,43964
72850,43964
72900,75747
72902,52132
72903,52132
72904,52132
72905,52132
72907,52132
73010,2950
73012,2950
73013,2950
73014,2950
73020,2950
73030,2950
73031,2950
73033,2950
73035,2950
73036,2950
73037,2950
73039,2950
73041,2950
73057,2950
73058,2950
73060,2950
73071,2950
73091,2950
73092,2950
73093,2950
73095,2950
73096,2950
73097,2950
73098,2950
73115,2950
73118,2950
73119,2950
73120,2950
73170,2950
73181,2950
73183,2950
73185,2950
73187,2950
73190,82587
73192,82587
73193,82587
73194,82587
73195,82587
73210,2950
78000,7126
78000,61060
80000,2440
80200,76336
80202,40378
80204,40378
80207,40378
80300,27505
80310,27505
80330,27505
80340,27505
80350,27505
80360,27505
90200,21514
90207,21514
90208,21514
90209,21514
90210,21514
90503,46937
91100,62920
91104,62920
91106,62920
91110,62920
91200,18836
91330,14189
91600,37501
91604,37501
91609,34666
91610,34666
91612,37501
91616,37501
91618,37501
91700,15608
91900,76430
92000,83830
92100,2642
92200,49684
92210,49684
92220,49684
92300,13986
92300,58855
92303,13986
92600,12887
92620,12887
92621,12887
92622,12887
92700,68775
92800,21253
92803,21253
92810,21253
92900,74469
93200,60525
93206,60525
93207,60525
94000,46727
94200,26356
94202,26356
94300,82863
94303,82863
94304,82863
94400,78250
94500,17484
94510,17484
94520,17484
94530,17484
94590,80430
94600,80430
94610,80430
94620,80430
95300,76897
95400,25043
95700,30458
95700,43036
95900,62949
96000,33527
96100,82363
96200,72191
96800,3652
96800,32781
96900,679
97000,52714
97010,52714
97110,37714
97120,37714
97130,37714
97340,33826
98100,703
98200,37108
98211,37108
98400,74050
98421,74050
98500,4129
98510,83506
98600,63306
98610,63306
98800,23623
98820,23623
98821,23623
98822,23623
98900,74878
99100,68310
99120,68310
99300,12848
99400,13939
99410,13939
99610,28257
99610,30738
99610,36814
99611,28257
99611,30738
99611,36814
99612,28257
99612,30738
99612,36814
99614,28257
99614,30738
99614,36814
99700,83971
99900,37368
99910,37368
100400,83795
102200,40402
102220,40402
102400,84862
102500,7126
102500,37408
102600,16365
102622,16365
102623,16365
102810,59127
102840,19761
102850,7126
104000,58608
104020,58608
104100,10648
104200,45467
104600,34038
104900,19015
105000,9099
105100,6247
105300,49719
105420,5556
105600,41250
105700,19899
105800,81616
105802,81616
106010,21719
107100,63155
107104,63155
107110,43135
107200,81075
107210,81075
107300,14586
107310,14586
107410,53107
107600,39671
108100,72123
108110,36220
108210,42488
108210,62611
108500,46642
108600,22955
108700,85462
108710,85462
108726,85462
108800,7126
109500,74020
109600,70875
109700,58233
109702,58233
109720,398
110400,23118
110500,63079
110520,63079
110600,42692
110610,42692
110630,80471
110800,64783
111000,32762
111010,1658
111020,66455
111100,80243
111400,27440
111402,23567
111403,27440
111600,76901
111800,11620
111900,43135
111910,43135
111911,43135
111912,43135
111913,43135
111914,43135
111915,43135
111916,43135
112100,40018
113020,6414
113200,31262
113204,31262
113400,69587
113404,69587
113405,69587
113420,69587
115100,33163
115110,33163
115120,33163
115200,37817
115210,37817
115220,37817
115320,28941
115340,28941
115800,39120
116100,11798
200010,64578
200020,4129
200030,74050
200080,20641
200130,75866
200150,17287
200170,36106
200185,36106
200188,36106
200189,36106
200190,4991
200210,59698
200230,69179
200240,43135
200260,75017
200300,2950
200310,2950
200370,2950
200390,62000
200396,83669
200410,30827
200440,58448
200490,53107
200510,28257
200510,65298
200530,17374
200550,25428
200570,11620
200590,12848
200610,12848
200620,12848
200670,25428
200710,70875
200860,43135
200870,43135
200880,43135
200890,43135
200891,43135
200900,83971
200960,40018
200980,40018
200990,40018
201000,40018
201010,40018
201060,25428
201070,3688
201090,72191
201100,76430
201120,12887
201170,42692
201210,7363
201230,57787
201271,12848
201271,45305
201271,65298
201272,12848
201272,45305
201272,65298
201273,12848
201273,45305
201273,65298
201274,12848
201274,45305
201274,65298
201275,12848
201275,45305
201275,65298
201276,12848
201276,45305
201276,65298
201277,12848
201277,45305
201277,65298
201279,12848
201279,45305
201279,65298
201290,33845
201310,35318
201420,25542
201430,25542
201480,76901
201490,25428
201510,9088
201570,56637
201720,69782
201760,40484
201790,16365
201802,16365
201804,16365
201805,16365
201809,16365
201810,43964
201830,17484
201870,79211
201877,79211
202070,22354
202130,2950
202170,64578
202181,82752
202191,82752
202193,82752
202200,33845
202290,12848
202310,78122
202351,50182
202370,64578
202410,77075
202412,63052
202450,77389
202452,68775
202454,68775
202485,43964
202520,10962
202521,10962
202524,10962
202530,12848
202610,76215
202650,72191
202652,72191
202670,20641
202690,80697
202710,33845
202730,44582
202750,85462
202860,69179
202951,71940
202961,71940
202970,28941
203060,6852
203140,36524
203160,45305
203160,46554
203210,60525
203290,59827
203340,80967
203341,80967
203342,80967
203343,80967
203344,80967
203345,80967
203350,69179
203358,69179
203510,45925
203560,73484
203630,2950
203650,12848
203700,10962
203701,10962
203702,10962
203730,24119
203733,24119
203750,12848
203765,12848
203766,12848
203770,2950
203772,2950
203773,2950
203776,2950
203778,2950
203830,9099
203990,10137
204010,10137
204030,5556
204050,53107
204060,35857
204100,64783
204120,43135
204180,38411
204182,38411
204185,38411
204220,80773
204240,65595
204260,72513
204281,79211
204282,79211
204284,79211
204285,79211
204286,79211
204287,79211
204288,79211
204289,79211
204290,79211
204300,68310
204303,68310
204304,38894
204305,38894
204306,38894
204307,38894
204308,38894
204309,38894
204310,38894
204311,38894
204312,38894
204314,38894
204315,38894
204317,38894
204318,38894
204319,38894
204340,76901
204360,23489
204371,23489
204372,23489
204380,10962
204381,10962
204382,10962
204383,10962
204384,10962
204385,10962
204386,10962
204387,10962
204388,10962
204390,82695
204440,68835
204450,32486
204510,79211
204530,16712
204560,40484
204580,41052
204610,24119
204630,68415
204731,39024
204732,39024
204734,39024
204840,79211
204860,69179
204880,33845
204900,64578
204901,64578
204902,64578
204920,80967
204940,2950
205020,6247
205060,71940
205063,71940
205070,71940
205073,71940
205080,71940
205083,71940
205093,71940
205100,43964
205150,22354
205160,22354
205170,22354
205230,12848
205250,19694
205270,19694
205330,17484
205350,43135
205370,25428
205530,57687
205541,57687
205550,43719
205590,25428
205610,25428
205630,25428
205632,25428
205633,25428
205634,25428
205635,25428
205636,25428
205637,25428
205638,25428
205650,33830
205690,48741
205700,82752
205710,57787
205730,5556
205750,30827
205810,80967
205830,68835
205840,41052
205870,23206
205910,73897
205990,2950
206020,40018
206040,40018
206060,40018
206088,79211
206089,79211
206170,79211
206171,79211
206172,79211
206173,79211
206190,61948
206193,61948
206195,61948
206230,6253
206250,6253
206370,31428
206410,68775
206415,68775
206416,68775
206420,14189
206440,3848
206440,40452
206450,40452
206480,76734
206500,43224
206521,37368
206522,37368
206610,58448
206650,63052
206690,58608
206710,2950
206712,2950
206714,2950
206716,2950
206718,2950
206720,2950
206730,70432
206760,13806
206881,25428
206882,25428
207000,542
207010,25428
207011,25428
207020,62920
207040,62920
207060,50578
207080,18501
207100,23489
207111,78122
207112,25954
207113,78122
207114,78122
207130,31928
207140,37137
207170,82440
207190,9088
207230,35333
207250,46785
207320,34936
207350,34936
207420,12911
207430,13728
207490,79211
207510,79211
207530,69903
207570,76330
207610,30238
207620,30238
207650,13279
207655,13279
207670,53987
207690,23447
207710,23818
207730,56469
207750,71942
207790,14189
207815,55435
207816,55435
207870,28257
207870,30738
207870,36814
207930,80967
207970,62920
208010,69903
208110,9148
208140,12848
208200,43964
208280,22943
208281,22943
208282,22943
208283,22943
208284,22943
208286,22943
208287,22943
208288,22943
208289,22943
208292,22943
208293,22943
208294,22943
208295,22943
208296,22943
208298,22943
208300,22943
208301,22943
208302,22943
208303,22943
208304,22943
208306,22943
208307,22943
208318,22943
208319,22943
208341,22943
208342,22943
208343,22943
208346,22943
208348,22943
208349,22943
208350,22943
208351,22943
208352,22943
208353,22943
208354,22943
208355,22943
208356,22943
208361,22943
208362,22943
208363,22943
208364,22943
208365,22943
208366,22943
208367,22943
208369,22943
208370,22943
208371,22943
208375,22943
208376,22943
208377,22943
208378,22943
208379,22943
208400,40018
208460,2440
208470,2440
208480,79211
208491,79211
208520,25428
208540,10962
208541,10962
208542,10962
208543,10962
208544,10962
208545,10962
208546,10962
208570,43964
208575,43964
208580,13670
208580,57180
208580,71873
208600,10920
208620,68835
208630,68835
208640,68835
208650,75017
208670,33383
208690,28257
208690,30738
208690,36814
208710,19887
208740,40484
208741,40484
208742,40484
208750,76897
208790,45305
208790,46554
208790,65298
208791,45305
208791,46554
208791,65298
208792,45305
208792,46554
208792,65298
208793,45305
208793,46554
208793,65298
208801,45305
208801,46554
208801,65298
208802,45305
208802,46554
208802,65298
208803,45305
208803,46554
208803,65298
208804,45305
208804,65298
208804,67388
208805,45305
208805,46554
208805,65298
208806,45305
208806,46554
208806,65298
208807,45305
208807,46554
208807,65298
208808,45305
208808,46554
208808,65298
208809,45305
208809,46554
208809,65298
208810,45305
208810,46554
208810,65298
208811,45305
208811,46554
208811,65298
208812,45305
208812,46554
208812,65298
208813,45305
208813,65298
208813,67388
