id,name
305,RXINC Corp.
306,Opia Pirc.
307,Realm Lands
308,Rokay Games
309,Funny Tales
310,Kenshin Game Studio
311,NipponMilf VR Productions
312,Vasiok GGG
313,Virtual Rabbit Studio
314,Cutthroat Games
315,CalmDV
316,吃鲸游戏HungerWhale
317,Simnetic Game
318,Visual Light
319,Borderline Studios
320,WorldSimulatorGame
321,First Penguin
322,Poison The Inkwell
323,Crimson Mantis Interactive
324,VISIONKEEPER Studio
325,Whalesong
326,Omni Digital Technologies Ltd.
327,Octopus Engine
328,Beko
329,False
330,okeyplaystudio
331,FadyGames
332,MoussyCat
333,Vector Game
334,Lampeye
335,叁鬼工作室
336,KIMI's Project
337,MINTROCKET
338,One Hand Studio
339,Horror engine games
340,1TK Games
341,RAJACORP
342,No More Robots
343,Null Reference Studio
344,Joyful Jo
345,Peter Hann
346,TEAPOT Creation
347,SHB soft
348,Lame Jam
349,CrazyLoner 
350,Mental Studios
351,That Crazy Game Studio
352,せつら
353,Erow.Dev
354,Kthulian Games
355,KNGL Studio
356,Pothos
357,"Formirai Co., Ltd."
358,Mischievous Mayhem
359,Fibrum Limited
360,Polish Hacker
361,ExAbsentia
362,Teutonic Games
363,ChockTree
364,Umbral Studios
365,Silver Ink Studios
366,X.D.Network  Inc.
367,Old Town Entertainment
368,leo waters
369,Naga Studio
370,Primordial Muse
371,Team Super Panda
372,humbledbag
373,FujiCubeSoft
374,Sikor
375,Kaskuja Studio
376,Micah Koleoso Software
377,CuckTale games
378,Marian Studios
379,GIANTY Inc.
380,Therris Studios
381, Ughorse Studio
382,BlueRaccoon Games
383,D20Studios
384,Giant Head
385,RawDarkness
386,Arvis Games
387,逼囉啵囉逼
388,dasNaddyGames
389,Ornhammer Games UG
390,"iScoot, LLC"
391,ARCHWTICH GAMES LLC
392,JIB Games
393,Boxbot Games
394,Gameforge 4D GmbH‬
395,AlienX
396,171st Street Games
397,Jomjak
398,Hazardous Software
399,Acrylic Pixel
400,Hydro Games
401,Aqueous
402,Frontier Developments 
403,Rodrigo Piedras
404,Mr.Poet
405,狂熱工作室（Frenzy Zone Workshop）
406,JohnnyNeverWalked
407,David Pateti
408,Magic Game Art
409,YULU GAMES
410,"The Dead Pixel Society, LLC"
411,AMGames TC
412,VR Kemono
413,Purple Sloth Studio
414,Flat City Games
415,Axelgraphicworks
416,Paradice Software
417,NanoFastFly
418,Mohagged
419,Altf4 Game Studio
420,Hoodee
421,Quartus Games
422,Psi Studios
423,Tead
424,Pixel Wrappers
425,Rednoy
426,Hungry Trolls
427,Mouse Pointer Engine Team
428,SeaApes
429,Daefiant Armory GS
430,Angry.1
431,Pete Karesisto
432,ozora
433,UMO STUDIO
434,Chill Dragon Games
435,初心者工作室
436,"Max Gaming Studios, LLC"
437,Pregnant
438,Hicept Games
439,Qu1etDev
440,Jaime Scribbles Games
441,WeMakeApp Studio
442,Slightly Esoteric Studios
443,uwu lab
444,Inflamed Games
445,MasterMoes
446,J&M Games
447,Ridac
448,"Sometimes, Ltd."
449,4More Games
450,Gixer Entertainment
451,Not Yet
452,Mathis Leblanc
453,emptysquare
454,hydroxidestudios
455,frozenen
456,光颯ゲーム工房
457,DrElliot
458,Simon Prefontaine
459,Choice Provisions
460,VIOLET
461,Glenn Main
462,Undev Games
463,Stromb Interactive
464,RewdanSprites
465,Potato
466,GreenerGames
467,Imperium Interactive Entertainment 
468,Escape Raft Software
469,Jurassic Sunset Games
470,BARON DU JUVÉNILE
471,Nerd Monkeys®
472,Ervya Studios
473,Lupse Sergiu
474,All The Loot
475,Lacydigital
476,Ellelel
477,Louis Byers
478,VRSpec Team
479,Sludj Games
480,Katana Cat Studios
481,Waiting For Neko
482,starlit studio
483,Fireround
484,DevFatigued
485,Chaotic Banana
486,Symbol Door
487,Endless
488,Nick Serebryanik
489,羽宇冰晨
490,超级大发喵
491,CyancookGames
492,Callback
493,Freelance Solutions
494,House Izezweth
495,Naughty Squirrels
496,Numae Games
497,Jon Nielsen
498,Jacob Janerka
499,Gladpark inc.
500,ChronoJuvenile
501,Natural Records Studios INC.
502,PastPulse Games
503,Regional Scientists
504,Mantaray161
505,Katapult (Digital)
506,Lamina Studios
507,taro
508,StainlessHeart
509,"NR, utd."
510,PLAYISM	
511,the_noni_games
512,Digital Ballista
513,Oz33 Lab
514,赤月めう
515,Zelenov Artem
516,Wave Atlas Interactive
517,VNG CORP
518,Sword Tomb 
519,Floris Leenman
520,self (abstract_laser)
521,Wandering Spirit Games
522,Filippo Ceffa
523,Delirium Software
524,Ben Strijbos
525,Regnum Noctis
526,Desultisoft
527,"Shenzhen Weilaishijie Network Technology Co., Ltd."
528,Azzunyan
529,NovaStar
530,BlackClothGames
531,Bitlexia
532,阿地
533,Scry Business Intelligence Ltd
534,Rolebound Games
535,346lab Localization
536,Duviz
537,Misterknobb
538,2OO2
539,Updog Software
540,Team SNEED
541,TOMO GAME CREATE
542,Kasedo Games
543,阳巅疯工作室
544,Letters Developer
545,Cyanide Tea
546,Cameron Darragh
547,Lonestone Studio
548,r1kGAMES
549,NonKipple Games
550,KappieStudios
551,Say Again Studio
552,LockdownPlay
553,Araf Interactive
554,Binarystudio 54
555,Tips Gaming
556,Devin P. Quinn
557,Domain Master
558,Ambling Alpaca Studio
559,IoTTech
560,Horsefly Games
561,9900Studio
562,Shelter Studios
563,Cosmic Spud
564,"rcadeVR, LLC."
565,You Cannot Defend
566,False Games LLC
567,CRX Entertainment Pte Ltd
568,Greg Kaufman
569,Lavaworks
570,Over One Studio
571,Muharukahana Studio
572,Fixation Games
573,WhaleFood Games
574,Jippo Media
575,Simon Rydberg
576,Compass-Game-Studio
577,VR Game Studios
578,Garret Polk
579,Studio Sasta
580,HeneGames
581,EngineerKappa
582,ALPER
583,UMO Studio
584,Purple Brick Games
585,Isaiah Toth
586,LPT Games
587,Snotwurm
588,Grey Gods Studio
589,PurePortal
590,PixelCraft
591,Bethuel K. Okelo
592,"Lifeworks Entertainment, LLC"
593,Buxton Bros Studios
594,NIMROD LLC
595,Adham Jaber
596,ANDREI MURASHKEVICH
597,Miyoshi Shizuka
598,Yerawizard LLC
599,Mysia Games
600,MishiCat
601,Kamil Rams
602,Frost Moon Games
603,Curtel Games
604,SQUIX Games
605,PalmTurtleGames
606,OcarinaGames
607,Slicemouth Studios
608,Hui-Yu Lien
609,Dragon Ducky Gaming
610,GCHohrow
611,Autremelon
612,Ahlman Game Studio
613,Rhinovate Bilişim
614,SkullSocket Studios
615,Robert Freeland Games
616,Marcelo Eduardo Cabral
617," Return To Adventure Mountain, LLC"
618,LittleLeaf Games
619,DEL PLAYER
620,Torbellino Games
621,Cosmix
622,gemRV
623,The Selenite Forge
624,日本一ソフトウェア
625,Realm Architect
626,청강문화산업대학교
627,Descendent Studios
628,Flying Hound Studio
629,Anarchy Enterprises
630,r4kujin
631,Midnight Quill Studios
632,Bismuth Tales
633,CrazyCell Game
634,Quarzo Aplicaciones y Juegos SL
635,Aidan K
636,Abhi Sundu
637,Ass works
638,WEST SUN
639,Daemon Cat
640,Kalponic Studio
641,Caius Worthen
642,株式会社ヒューガ　HUGA Inc.
643,Harald Wiestner - farbWERK
644,Coquibyte Games
645,SaboteurGame
646,AncientSky Games
647,Arrow Games
648,Hookaria Games
649,Games By Thomas
650,Team HighWay
651,Studio Schmudio
652,David AE
653,Dragon Paint Games
654,Reactvts
655,Raining Glass Studios
656,SPokDev
657,GreenSnow
658,Dark Jay Studio
659,Yahya Danboos
660,MadskillzVR
661,Splinterback
662,Ultimate Penalty
663,Shiromofu Factory
664,Sombrero Labs
665,Pontus Karlsson
666,OpenXcell Studio
667,Qualice Corporation
668,LawMan网络
669,Spanking Machine
670,Borzon Studios
671,MoonDreams Studio
672,MIRTEK
673,Dragon House Game Studio
674,Anima Locus
675,David Kaleta
676,AIR FORGE GAMES L.L.C.
677,BWI Games
678,New++
679,Fire Hose Games
680,Deva
681,Blazing Soft
682,FXLS
683,Alcalico
684,上海魔之雨网络科技有限公司
685,KAIGEN
686,Yejun
687,Fruits of Yggdrasil Studio
688,James Bradbury
689,Deer Flip Games
690,Raum Digital Studio
691,Gecco Studio Games
692,stealth.gg
693,剑仙工作室
694,DalaGG Studios 
695,Pixel Team RED
696,SuperChicken Productions LLC
697,Iconic Interactive Inc.
698,Aton Games
699,Legacy Epic
700,Gluten Guardian
701,Zen Studios
702,MineLucky
703,Krystian Majewski
704,A Salmon Game
705,DeepFatSnail Studio
706,Hoboayoyo
707,WJLEGAME
708,Vivid Horizon Games
709,JustusGames
710,Andy Games
711,Wonderful Days
712,WnMStudio
713,Bleeding Pixels Games
714,Samle Indie Studio
715,"MAMMOSSIX Co.,Ltd."
716,Hero's Dawn Inc
717,DwebGames
718,Pine Street Codeworks LLC
719,MagroPlay
720,slohobo studios
721,ThatNerdPunk Games
722,aze3dou
723,Flip It
724,TheFifthWaffle
725,O. and Co. Games
726,deruta
727,Repose:Games
728,Bulkhead Studios Corporation
729,Roll Mops Interactive
730,Off Leash Entertainment
731,Pedro Fagundes
732,Rafal Grabos
733,Revulo Games
734,Jason
735,Galactic Forge Games
736,Montenegro Gaming
737,Okami Studio
738,LionsArt
739,Bundem Games
740,Aetherllama
741,RZ Entertainment
742,Similitude
743,Daniel Davies
744,"Grey Havens, LLC"
745,Parallel Universe DE HK Ltd.
746,dengdeng123ni
747,Orc Group
748,Bowlcut Studios
749,Adisoft Company
750,Catherine Burke
751,cv006_64
752,LayTale Studios
753,Tzar Games Studio
754,ThreeByFour Games
755,Torress Studios
756,Motoda Media
757,HogarthDreams
758,QuietPenguinGaming
759,SkorpionEros
760,C5A
761,Koksny.com
762,Jellypig Games
763,Uiop Xever
764,Cozy corner
765,Powerhoof
766,飞鸟
767,Reimagine Media
768,Iridium Studios
769,Boc Dev
770,Benedict Ide
771,Tokisan Games
772,Warägergarde
773,DontCheckStudio
774,Angel Dev
775,Fernando Reyes
776,Vertigo Gaming Inc.
777,VHornet Games
778,Plus Ultra Builds
779,BP Systems
780,Kutsunasi
781,Artnroll Games
782,522 Studios
783,mod.kitchen
784,Red Glace
785,Megamini009
786,CodenameXenon
787,张冰墨
788,小拾逅製作組
789,nohost
790,Sergey Marchenko
791, Wise Games
792,Flori Productions
793,Monkeys With Keyboards
794,Madness Men
795,Great Lakes Reality Labs
796,Systemic Games
797,MiL_Puzzle
798,Sean Adair Entertainment
799,fridgeBaron Games
800,Luke Palmer
801,Soong Games
802,Electrovore
803,Hermes Games
804,BulbIdeas
805,Toxic Toads games
806,Denisiss
807,PinCool
808,1917 Studios
809,Viron Games
810,Body Mind Games
811,Freedomize Studio
812,Raven Travel Studios
813,柚原堂
814,Summer Tree Fort Games
815,Legend Has It
816,Lone Artisan Games
817,Zatun
818,"EllGames, LLC"
819,bland man studios
820,ISY
821,Xgarius Games
822,lazyturtle
823,Ethan ines
824,Aikasa Collective
825,Raiun Games
826,NINO
827,Nosleepcreepsgames
828,Monster Box Studios
829,Team Carambola
830,倔强牛牛
831,Mad Labyrinth Studios
832,Bottled Games Interactive
833,Lucid Egg
834,JAD Labs
835,Spinware
836,Battle Blockyverse Studios
837,Fear Concept
838,BacklotRealities
839,eugeniy_kh
840,Those Awesome Guys
841,MGTD Games
842,David Lawrence
843,Zoxide Games
844,Laminar Research
845,Flow Fire Games
846,"Wise Wizard Games, LLC"
847,Gill Games LLC
848,Melvin Gijsberts
849,Mason Interactive
850,DodoRabbit
851, Sometimes Farming
852,Otherworldly Games
853,girl software
854,Mad Gnome Works
855,HyperShrimp
856,Gaming Manta
857,Karnac Studio
858,Gaggin Games
859,DELAPAIX
860,Loose Knot Games
861,RetroStyle Games
862,Lunranta
863,Giant Margarita
864,Gumball Interactive
865,KetaGames
866,Danny Garay
867,Agelvik
868,Mad Games Company
869,LeeJaehwan
870,Team2Bit
871,Fair Games ApS
872,株式会社Metaware
873,Jeff van Dyck
874,Serhii Vitukhin
875,Linkart Artur Podzorski
876,VISR Dynamics Ltd 
877,Source Byte
878,Discrete Infinity
879,Digitallion
880,Charles Barnes
881,Dunamis
882,Bernardo Barreiros Fialho
883,Crestruction
884,TT inc.
885,Chriton Studios
886,UwasanoEroRadioHead
887,ZhangSan
888,LS Systems
889,Just a Formality LLC
890,LuftWaffel
891,Metaseven
892,Frosted Window
893,DLTO
894,ARN IT SOFTWARE
895,Cezar Roveda Coelho
896,Playground Heroes Team
897,Raindown
898,nobones
899,VRSHOW
900,NebularCat
901,SergioK
902,Never Knows Best
903,Softzen
904,Kruix Games
905,C63 Industries
906,Evolver Dynamics
907,Studio baekbros
908,JsrGames
909,Halva Studio
910,Froggy
911,Culture Attack Studio
912,Split World Studios
913,CosmicStarTech LLC
914,Pugscape
915,Surreal Studios
916,Pillar Space
917,8 Ball Studios
918,wildgoose
919,YamiToast
920,"Three Man, Two Girl"
921,ganashaw
922,GS2 Games Inc
923,冲浪吸猫
924,Coal Car Studio Ltd.
925,Prismacore Dream
926,Disruptive Software
927,Gio103
928,Harmonicamele
929,Greener Productions
930,RoKo0 (Roman Konyukhov)
931,Seoul Media Studio
932,奶貓
933,FAZIC Games
934,Manuel Pasamontes Romera
935,29Ninja
936,lpares
937,unknownfriends ltd.
938,Pixel studio
939,Starmaster Studio
940,LittleLemonBulb
941,STRAIGHT ON 8
942,Freecity
943,962 Interactive
944,Ingraw Games
945,Akaimori
946,Zetaland Game Studios
947,Fourteen
948,Giant Fox Studios
949,Float Gaming Studio
950,Quad Labs
951,月龙千叶
952,spectrobyte
953,Alienation Studio
954,FumaYamane
955,bluehexagons
956,Rainy Elephant Studios
957,Chrome Polish
958,Pixel Framers LLC
959,Axoora
960,Lazy Snail
961,Charmful Pty Ltd
962,Bazare
963,Horanta Studio
964,Styloxis
965,Formula Fanboy
966,Vethon
967,筠悦游戏
968,InkGreen
969,A Guy Named Edward Games
970,Magic VR
971,Remtairy
972,Yasric
973,Crixel Games
974,Beck Studios
975,Eye Stop Games
976,LandS Studio
977,Tex Barnes
978,Blessing Company
979,Tofu Games
980,Yames
981,70:30
982,Frame Rats Digital
983,GTRLD
984,Rabbit
985,Amistech Games
986,Chuckle Interactive
987,ArcaneRaise
988,CX Distribution
989,BoomCat Studios
990, Not Evil Studios Ltd
991,Tinker Town
992,ローゼンクロイツ
993,SoFun
994,y-zo studio
995,RedKingo
996,Mustefa219
997,Chase Williamson
998,Colossal Wreck
999,Moebial Studios
1000,The DiamondStorm
1001,Beep2Bleep.com
1002,Carnage Games
1003,Iron Jelly
1004,Rafferty Software LLC
1005,Thiele Media
1006,Hyperkobel
1007,BitBros Inc
1008,Seakyo
1009,Perun's Forge
1010,Cowboy Studio
1011,Bad Neighbor Games
1012,Affray Interactive
1013, Soft Source
1014,YTLX工作室
1015,Skullfish Studios
1016,PalfreyGames
1017,Ashcraft
1018,mathismeilby
1019,Justin To
1020,UMBC Game Developers Club
1021,Zhou Yuan
1022,Iron Forge Games
1023,Explosive Entertainment
1024,Light Arc Studio Ltd
1025,Waytrel Studio
1026,Dani Dutch
1027,CSM
1028,Tetrapunk Design
1029,JinDai
1030,BAOCHUAN
1031,Fateloom
1032,Anonymoose Games
1033,Dimitek
1034,蒼月闘開発部
1035,Bayerische Staatsoper
1036,Chilla's Art
1037,Matrix Goat Studios
1038,Les Kalifas
1039,Anime fashion show
1040,Fatbros 2.0
1041,TankTekGames
1042,ADO遊戲製作
1043,Kol4mo
1044,Reality Fantasy
1045,FRANK
1046,Prestige Games
1047,PE4ENEGI GAMES
1048,Dragonspirit Games
1049,DabDavYa
1050,IKIGAI Play
1051,Elliptic Games
1052,Garb Age Collection Limited
1053,Pyrozen
1054,TristanDeanGames
1055,Adam Mowery
1056,LST Games
1057,IMLBE
1058,"ilyumi Co., Ltd."
1059,Matrixcore Studio
1060,Sense13 Studio
1061,KAMITSUBAKI STUDIO
1062,Milord Softworks
1063,Paper Castle Games
1064,Fabrik Games Ltd
1065,Heartbyte Studios
1066,Cat Roll Games
1067,e-FunSoft Games
1068,VAULT PRODUCTIONS PVT LTD
1069,Eduardo Espinosa Acosta
1070,I Knew It! - Games
1071,Thibaud Michaud
1072,LittleArship
1073,MALGOW
1074,Cherlie
1075,Winning Streak Entertainment
1076,10th Reality
1077,Limebat Games
1078,River and Oak
1079,zDS
1080,Linguisticator Ltd
1081,Drix Dev
1082,Gloomsoft
1083,"Smiling Cat Entertainment, LTD"
1084,Infinity Starlight Studios
1085,Misterknobbinc
1086,Digital Zoo
1087,Neogasis
1088,Egg Academy
1089,FourbitFriday
1090,Fire Fighter Games
1091,JOAZCO
1092,Giant Scam Industries
1093,Slamjam30
1094,No Moss Studios
1095,StudiosWeiss
1096,Coyote Runner
1097,ChokdeeGame
1098,First Place Games
1099,Boros Bros
1100,The Naked Dev
1101,U Game Me
1102,Pizia Studios
1103,OPG EUPHORE
1104,GOOFEES INC.
1105,Siren Sigil Studios
1106,Michael Cheung
1107,Warshark Games
1108,Timon Game
1109, GoGo Games Interactive
1110,Lanceroy
1111,gamigo group
1112,NoiArts
1113,Nuclear Raven Games
1114,CARHAY Interactive
1115,捕鱼大玩咖团队
1116,FreshlyBakedGames
1117,ClumsyQuark
1118,TYC Games
1119,Super RR Man Productions
1120,ozerlo
1121,SOFDEX GAMES
1122,Zale Bush
1123,Thomas Bartram
1124, Saturation Records LLC
1125,Stone Shard Games
1126,A464 Studio
1127,Serious Penguin Studios Inc.
1128,Ahmet Yusuf Yatkın
1129,Arrow Block Entertainment
1130,武侠
1131,Christian DeCoster
1132,Pixel Brush
1133,A. Strazhev
1134,狸子Neazle
1135,Blueon
1136,Fins
1137,Fun Bits
1138,rodrigo
1139,STEVE SEVERDIJA
1140,字魂凝创
1141,Vadim Slyusarev
1142,PROTO ACCEL+
1143,DEC
1144,Astaros3d
1145,Hollywood Suite Inc.
1146,Great Studios Gaming
1147,Wind Jester Games
1148,devpoint GmbH
1149,Epsilon Games
1150,BestEntrepeneurs
1151,Christopher Pollard
1152,Darkmatter Games
1153,OM Games
1154,Rosenberg Productions Inc.
1155,JD
1156,arthurschopenhauer
1157,aberrator
1158,muratsubo
1159,FooxiedGames
1160,아시타비 ASHITABI
1161,BancoGames Publish
1162,Tripearl Games
1163,Zeiva Inc
1164,Nauris Amatnieks
1165,Rhombus Studios
1166,GeneFreeStudio
1167,Rotating Games
1168,YJS_Inc
1169,Bario
1170,Codey Play
1171,Traxmaster Software
1172,Atticus Randolph
1173,Gamific
1174,Time Inc.
1175,Dmitry Petyakin
1176,Repplay
1177,RocketWerkz
1178,GameMan
1179,glp
1180,Cloud Lantern
1181,Raycand Games
1182,Dzuy Anh Do
1183,Annchan4
1184,The Paradox Music Team
1185,Achisoft
1186,Super Duck
1187,Novadisc Games Inc.
1188,Feral Walrus
1189,Tsuki Hikari Games
1190,CodingDaniel
1191,PullluoGame
1192,GA Games
1193,Varisoft
1194,HIJRA TECH LLC
1195,Alisa Mey Games
1196,Kyanite Heart
1197,Glophouse Labs LLC
1198,Persian Dare
1199,Easy Joy Ltd.
1200,黎治豪
1201,Matthew Ryan
1202,AIRSTRAFE INTERACTIVE
1203,CobraTekku Games
1204,Uborm
1205,ChristaDev
1206,CROSSGAMES INC.
1207,Motion Games Studio
1208,林小狼工作室
1209,GLOAM-STUDIOS
1210,InFavs Team
1211,东窗
1212,Strategeion Studios
1213,zomboDRIVERS Team
1214,MadChirpy
1215,Netmarble
1216,Phantom's Wife
1217,Team Ficus
1218,Fair Weather Studios
1219,LFCat Studio
1220,Bandit Bros
1221,Enter Grip
1222,DG Studio
1223,YK Game Studio
1224,Broken Gameplay Studios LLC
1225,Iron Helmet Games
1226,Echo Division
1227,Ada Eden
1228,Luc2as Games
1229,ROOT GAMES
1230,Blue Radish Games
1231,Puny Lab
1232,ZNT Productions
1233,Indie Game - None
1234,Seemingly Pointless
1235,JHSSF
1236,HAZECODE
1237,Alex Woodcock
1238,Danjb
1239,Fluppr
1240,ICON GAME STUDIO
1241,FIT Talent Games
1242,白信鸽工作室
1243,Control Insert
1244,ChillyRoom
1245,MixerGames
1246,Fizikso
1247,ACRAM STUDIOS LLC
1248,Ziyue Technology
1249,LU QI
1250,UNICORE Games Studio
1251,Neosphera
1252,Luchun
1253,Sprint Hurdles LLC
1254,Pierced Games
1255,Mandam
1256,Coarse Bread Access
1257,Jade Arcade
1258,Playactive Games
1259,Zombieguy
1260,Hardened Games
1261,Honey Mouse x Rose Bunny
1262,Shameful Guys Development
1263,Cloud Nine Creations
1264,Aidedecamp
1265,Benn Powell
1266,Luca Favano
1267,Gotm.io
1268,Text Garden
1269,Felony Fellas
1270,Gallant Leaf
1271,CLEDU
1272,Electric Saint
1273,Dream Toaster Games
1274,Delmunsoft
1275,Mebstro
1276,kulplant
1277,GeamGames
1278,High Stakes Studio
1279,Random Games Generator
1280,Rocket Panda Games
1281,GiddilyGeekin LLC
1282,Grendel Games
1283,ruthenium
1284,NestorDev
1285,"Riverview Artificial Intelligence, LLC"
1286,Sidequest Ninja
1287,Anabasis
1288,Empty Head Games
1289,SUMCLOUD Games
1290,Meridian'93
1291,RemRem Studios
1292,[OneManBand]
1293,Curare Games
1294,Glass Bottom Games
1295, Moonworks	
1296,TK
1297,MoonGlint
1298,Charles Margroff
1299,Uraaa Games
1300,TubezGames
1301,WindyVerse
1302,Antonio Wang
1303,Studio 568
1304,m12y
1305,Starshift Studio
1306,Geoffroy Pirard
1307,JustAnotherIndie
1308,pixiangames
1309,DOS
1310,Naughty Children at Play
1311,Oki Game Lab
1312,Path Games
1313,lukepagca
